1.000000E-02,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,2.6773979999999997e-15,-2.609681e-14,10000000000000.0
2.150000E-02,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-1.090174e-16,1.274267e-16,10000000000000.0
4.640000E-02,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-3.1635340000000004e-15,1.126804e-15,10000000000000.0
1.000000E-01,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-8.744863999999999e-15,-5.8347369999999996e-15,10000000000000.0
2.154000E-01,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,1.4560479999999997e-13,4.53544e-14,10000000000000.0
4.642000E-01,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,1.2897530000000001e-12,5.039271e-13,10000000000000.0
1.000000E+00,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-3.8620600000000004e-06,-3.011832e-07,10000000000000.0
2.154400E+00,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-3.85065e-05,-1.773881e-05,10000000000000.0
4.641600E+00,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-8.648254000000001e-05,-6.219968000000001e-05,10000000000000.0
1.000000E+01,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-5.401558000000001e-05,-5.4045969999999995e-05,10000000000000.0
2.154430E+01,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-1.552532e-06,-2.783438e-05,10000000000000.0
4.641590E+01,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,1.2907159999999998e-06,-8.581159e-06,10000000000000.0
1.000000E+02,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,6.922370999999999e-07,-1.3721799999999998e-06,10000000000000.0
2.154440E+02,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,3.969062e-09,1.3628389999999999e-07,10000000000000.0
4.641590E+02,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-1.06562e-07,2.02126e-07,10000000000000.0
1.000000E+03,001,0.000,0.000,18000.000,-18000.0,0.0,ZXX,-9.16188e-08,1.3666870000000001e-07,10000000000000.0
1.000000E-02,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,5.609255e-15,-7.502116e-14,10000000000000.0
2.150000E-02,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-1.066443e-14,1.498387e-14,10000000000000.0
4.640000E-02,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,4.980654999999999e-13,-1.1580410000000002e-13,10000000000000.0
1.000000E-01,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,2.982958e-11,4.4053820000000003e-13,10000000000000.0
2.154000E-01,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,3.834984e-10,4.750945e-10,10000000000000.0
4.642000E-01,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,9.948727e-10,1.850653e-09,10000000000000.0
1.000000E+00,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-1.0865839999999998e-05,-7.525079000000001e-07,10000000000000.0
2.154400E+00,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-9.104256e-05,-3.978087e-05,10000000000000.0
4.641600E+00,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-0.0001584625,-0.00011027569999999999,10000000000000.0
1.000000E+01,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-9.945693999999999e-05,-9.651606e-05,10000000000000.0
2.154430E+01,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-3.302924e-06,-4.748274e-05,10000000000000.0
4.641590E+01,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,1.590576e-06,-1.301958e-05,10000000000000.0
1.000000E+02,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,7.850532e-07,-1.43144e-06,10000000000000.0
2.154440E+02,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-3.9338929999999995e-07,9.881859e-07,10000000000000.0
4.641590E+02,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-4.799611e-07,7.809995999999999e-07,10000000000000.0
1.000000E+03,002,0.000,0.000,18000.000,-14000.0,0.0,ZXX,-2.922568e-07,4.009329e-07,10000000000000.0
1.000000E-02,003,0.000,0.000,18000.000,-10000.0,0.0,ZXX,-2.208024e-12,-3.4613410000000004e-12,10000000000000.0
